,pid,eid,probe,lab,subject,institute,lab_number,region,date,n_channels,neuron_yield,total_yield,lfp_power,lfp_theta_power,lfp_power_raw,lfp_theta_power_raw,rms_ap_p90,n_trials,behavior,age_at_recording,n_sess_before_recording
81,22212d26-a167-45fb-9963-35ecd003e8a2,b196a2ad-511b-4e90-ac99-b5a29ad25c22,probe01,cortexlab,KS084,UCL,Lab 1,PPC,2022-02-01,90,21,0.19444444444444445,-170.29221997324544,-143.21098980967122,-169.079,-120.27354,12.865191142150787,530,False,168.0,45.0
82,22212d26-a167-45fb-9963-35ecd003e8a2,b196a2ad-511b-4e90-ac99-b5a29ad25c22,probe01,cortexlab,KS084,UCL,Lab 1,CA1,2022-02-01,58,3,0.19444444444444445,-157.68415854451766,-130.55474401899235,-158.516,-114.88552,12.432522074303149,530,False,168.0,45.0
83,22212d26-a167-45fb-9963-35ecd003e8a2,b196a2ad-511b-4e90-ac99-b5a29ad25c22,probe01,cortexlab,KS084,UCL,Lab 1,DG,2022-02-01,72,9,0.19444444444444445,-156.87559950680122,-134.6727103822488,-155.3358,-117.395836,11.552675500943549,530,False,168.0,45.0
84,22212d26-a167-45fb-9963-35ecd003e8a2,b196a2ad-511b-4e90-ac99-b5a29ad25c22,probe01,cortexlab,KS084,UCL,Lab 1,LP,2022-02-01,66,23,0.19444444444444445,-185.39444091311287,-163.94629351506006,-166.97389,-120.02966,16.33869864414238,530,False,168.0,45.0
85,22212d26-a167-45fb-9963-35ecd003e8a2,b196a2ad-511b-4e90-ac99-b5a29ad25c22,probe01,cortexlab,KS084,UCL,Lab 1,PO,2022-02-01,72,12,0.19444444444444445,-189.34816420406685,-170.93670544687825,-167.83318,-119.93305,17.597884563876978,530,False,168.0,45.0
86,0851db85-2889-4070-ac18-a40e8ebd96ba,73918ae1-e4fd-4c18-b132-00cb555b1ad2,probe01,wittenlab,ibl_witten_27,Princeton,Lab 5,PPC,2021-01-21,86,13,0.14388489208633093,-181.83810439395086,-155.22481702269243,-183.36931,-158.34053,16.163234720494035,625,True,191.0,69.0
87,0851db85-2889-4070-ac18-a40e8ebd96ba,73918ae1-e4fd-4c18-b132-00cb555b1ad2,probe01,wittenlab,ibl_witten_27,Princeton,Lab 5,CA1,2021-01-21,66,3,0.14388489208633093,-160.20686554394265,-136.39760722744023,-178.12639,-149.83603,16.340166861595247,625,True,191.0,69.0
88,0851db85-2889-4070-ac18-a40e8ebd96ba,73918ae1-e4fd-4c18-b132-00cb555b1ad2,probe01,wittenlab,ibl_witten_27,Princeton,Lab 5,DG,2021-01-21,52,1,0.14388489208633093,-157.75242285058357,-136.2947912259216,-163.86087,-137.70403,15.552051376853083,625,True,191.0,69.0
89,0851db85-2889-4070-ac18-a40e8ebd96ba,73918ae1-e4fd-4c18-b132-00cb555b1ad2,probe01,wittenlab,ibl_witten_27,Princeton,Lab 5,LP,2021-01-21,10,0,0.14388489208633093,-173.34976849619466,-148.9995563990267,-175.54561,-148.27054,15.683024844385702,625,True,191.0,69.0
90,0851db85-2889-4070-ac18-a40e8ebd96ba,73918ae1-e4fd-4c18-b132-00cb555b1ad2,probe01,wittenlab,ibl_witten_27,Princeton,Lab 5,PO,2021-01-21,0,0,0.14388489208633093,,,-175.54561,-148.27054,0.0,625,True,191.0,69.0
91,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,f312aaec-3b6f-44b3-86b4-3a0c119c0438,probe00,churchlandlab,CSHL058,CSHL (C),Lab 3,PPC,2020-07-07,100,36,0.3953488372093023,-170.41385663096028,-144.65737942759114,-184.0694,-152.9836,14.171809844987772,626,True,266.0,75.0
92,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,f312aaec-3b6f-44b3-86b4-3a0c119c0438,probe00,churchlandlab,CSHL058,CSHL (C),Lab 3,CA1,2020-07-07,46,6,0.3953488372093023,-159.72897096573018,-134.2289673168893,-166.57512,-135.49539,14.507992790470226,626,True,266.0,75.0
93,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,f312aaec-3b6f-44b3-86b4-3a0c119c0438,probe00,churchlandlab,CSHL058,CSHL (C),Lab 3,DG,2020-07-07,50,1,0.3953488372093023,-151.72248150888998,-122.6112458521517,-154.40038,-119.31023,16.066335848131203,626,True,266.0,75.0
94,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,f312aaec-3b6f-44b3-86b4-3a0c119c0438,probe00,churchlandlab,CSHL058,CSHL (C),Lab 3,LP,2020-07-07,70,53,0.3953488372093023,-176.19369004858027,-153.80815341876723,-173.8545,-142.94838,23.53896905540395,626,True,266.0,75.0
95,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,f312aaec-3b6f-44b3-86b4-3a0c119c0438,probe00,churchlandlab,CSHL058,CSHL (C),Lab 3,PO,2020-07-07,50,36,0.3953488372093023,-181.22978894297202,-162.05403271738606,-178.74496,-149.32317,20.89391678937618,626,True,266.0,75.0
96,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,CSHL (C),Lab 3,PPC,2020-03-06,28,5,0.24691358024691357,-166.01450238291343,-139.67988013603494,-167.73283,-129.56285,15.10248953645778,751,True,143.0,38.0
97,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,CSHL (C),Lab 3,CA1,2020-03-06,42,4,0.24691358024691357,-157.40900020889927,-132.71937378765207,-158.8096,-123.0276,15.772052397727355,751,True,143.0,38.0
98,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,CSHL (C),Lab 3,DG,2020-03-06,60,9,0.24691358024691357,-149.8937921371452,-126.57286191050132,-148.2962,-114.919334,18.958207434242745,751,True,143.0,38.0
99,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,CSHL (C),Lab 3,LP,2020-03-06,46,25,0.24691358024691357,-177.17800163456934,-151.95513607378894,-167.53654,-130.4598,18.20075801989521,751,True,143.0,38.0
100,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,CSHL (C),Lab 3,PO,2020-03-06,0,0,0.24691358024691357,,,-167.53654,-130.4598,0.0,751,True,143.0,38.0
101,8c732bf2-639d-496c-bf82-464bc9c2d54b,ebce500b-c530-47de-8cb1-963c552703ea,probe00,churchlandlab_ucla,MFD_09,UCLA,Lab 10,PPC,2023-10-19,0,0,0.7154696132596685,,,-167.53654,-130.4598,0.0,569,True,233.0,65.0
102,8c732bf2-639d-496c-bf82-464bc9c2d54b,ebce500b-c530-47de-8cb1-963c552703ea,probe00,churchlandlab_ucla,MFD_09,UCLA,Lab 10,CA1,2023-10-19,56,9,0.7154696132596685,-159.3975816392436,-128.743068416413,-158.0708,-121.16952,12.487198011547191,569,True,233.0,65.0
103,8c732bf2-639d-496c-bf82-464bc9c2d54b,ebce500b-c530-47de-8cb1-963c552703ea,probe00,churchlandlab_ucla,MFD_09,UCLA,Lab 10,DG,2023-10-19,30,0,0.7154696132596685,-155.1757252222689,-124.04375551605148,-151.9375,-113.18185,10.920500507669937,569,True,233.0,65.0
104,8c732bf2-639d-496c-bf82-464bc9c2d54b,ebce500b-c530-47de-8cb1-963c552703ea,probe00,churchlandlab_ucla,MFD_09,UCLA,Lab 10,LP,2023-10-19,60,66,0.7154696132596685,-181.15348986053385,-154.44068621063153,-168.24419,-130.25919,25.113314703555364,569,True,233.0,65.0
105,8c732bf2-639d-496c-bf82-464bc9c2d54b,ebce500b-c530-47de-8cb1-963c552703ea,probe00,churchlandlab_ucla,MFD_09,UCLA,Lab 10,PO,2023-10-19,118,138,0.7154696132596685,-183.57651552409294,-160.31531466773865,-170.21841,-132.02794,23.605404284725672,569,True,233.0,65.0
106,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,CCU,Lab 2,PPC,2020-01-30,64,33,0.4745762711864407,-169.71508178774434,-140.68492612902241,-184.99834,-154.64832,21.34257149548065,994,True,171.0,46.0
107,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,CCU,Lab 2,CA1,2020-01-30,46,9,0.4745762711864407,-159.1100990281028,-131.10844378120234,-164.85558,-132.23874,17.92497731420321,994,True,171.0,46.0
108,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,CCU,Lab 2,DG,2020-01-30,78,16,0.4745762711864407,-153.23721027804564,-127.4478469060254,-152.28978,-120.37322,17.382463519704473,994,True,171.0,46.0
109,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,CCU,Lab 2,LP,2020-01-30,52,28,0.4745762711864407,-185.0641104667851,-160.31998495385506,-172.5398,-137.31473,18.721106930406517,994,True,171.0,46.0
110,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,CCU,Lab 2,PO,2020-01-30,44,31,0.4745762711864407,-190.42247471872886,-176.76293298177927,-177.38036,-143.62805,23.723372025691575,994,True,171.0,46.0
111,b2746c16-7152-45a3-a7f0-477985638638,614e1937-4b24-4ad3-9055-c8253d089919,probe01,hoferlab,SWC_014,SWC,Lab 6,PPC,2019-12-10,58,15,0.3901734104046243,-166.21368509060133,-137.89885996684728,-184.88136,-149.0955,16.076572798840456,195,False,189.0,56.0
112,b2746c16-7152-45a3-a7f0-477985638638,614e1937-4b24-4ad3-9055-c8253d089919,probe01,hoferlab,SWC_014,SWC,Lab 6,CA1,2019-12-10,54,18,0.3901734104046243,-156.09889648465676,-129.43354405184067,-163.12039,-130.28346,16.969583791134646,195,False,189.0,56.0
113,b2746c16-7152-45a3-a7f0-477985638638,614e1937-4b24-4ad3-9055-c8253d089919,probe01,hoferlab,SWC_014,SWC,Lab 6,DG,2019-12-10,82,16,0.3901734104046243,-149.26526215895905,-124.66579383471648,-150.28491,-118.79163,15.693582487264267,195,False,189.0,56.0
114,b2746c16-7152-45a3-a7f0-477985638638,614e1937-4b24-4ad3-9055-c8253d089919,probe01,hoferlab,SWC_014,SWC,Lab 6,LP,2019-12-10,64,46,0.3901734104046243,-181.55548129145222,-159.87302813593465,-172.66548,-139.02954,26.565158467433868,195,False,189.0,56.0
115,b2746c16-7152-45a3-a7f0-477985638638,614e1937-4b24-4ad3-9055-c8253d089919,probe01,hoferlab,SWC_014,SWC,Lab 6,PO,2019-12-10,0,0,0.3901734104046243,,,-172.66548,-139.02954,0.0,195,False,189.0,56.0
116,478de1ce-d7e7-4221-9365-2abdc6e88fb6,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,probe00,steinmetzlab,NR_0028,UW,Lab 9,PPC,2023-03-07,0,0,0.32840236686390534,,,-172.66548,-139.02954,0.0,1100,True,272.0,44.0
117,478de1ce-d7e7-4221-9365-2abdc6e88fb6,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,probe00,steinmetzlab,NR_0028,UW,Lab 9,CA1,2023-03-07,0,0,0.32840236686390534,,,-172.66548,-139.02954,0.0,1100,True,272.0,44.0
118,478de1ce-d7e7-4221-9365-2abdc6e88fb6,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,probe00,steinmetzlab,NR_0028,UW,Lab 9,DG,2023-03-07,0,0,0.32840236686390534,,,-172.66548,-139.02954,0.0,1100,True,272.0,44.0
119,478de1ce-d7e7-4221-9365-2abdc6e88fb6,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,probe00,steinmetzlab,NR_0028,UW,Lab 9,LP,2023-03-07,0,0,0.32840236686390534,,,-172.66548,-139.02954,0.0,1100,True,272.0,44.0
120,478de1ce-d7e7-4221-9365-2abdc6e88fb6,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,probe00,steinmetzlab,NR_0028,UW,Lab 9,PO,2023-03-07,0,0,0.32840236686390534,,,-172.66548,-139.02954,0.0,1100,True,272.0,44.0
121,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,CSHL (C),Lab 3,PPC,2020-01-08,66,24,0.13966480446927373,-162.7265325046878,-134.3660209560964,-160.91734,-117.7493,18.71102425829284,842,True,155.0,44.0
122,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,CSHL (C),Lab 3,CA1,2020-01-08,48,1,0.13966480446927373,-155.37519917551595,-127.95276659393228,-156.6576,-116.50884,14.42434664245333,842,True,155.0,44.0
123,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,CSHL (C),Lab 3,DG,2020-01-08,60,4,0.13966480446927373,-150.43646588388998,-125.8336722539258,-147.73909,-111.82785,17.695013164657873,842,True,155.0,44.0
124,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,CSHL (C),Lab 3,LP,2020-01-08,36,3,0.13966480446927373,-181.22100423770402,-152.0153500934169,-159.91458,-117.48303,13.666740959441212,842,True,155.0,44.0
125,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,CSHL (C),Lab 3,PO,2020-01-08,0,0,0.13966480446927373,,,-159.91458,-117.48303,0.0,842,True,155.0,44.0
126,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,NYU,Lab 4,PPC,2020-08-10,84,12,0.21351351351351353,-168.9582036274493,-143.99543888745907,-180.65102,-153.79407,14.267828934979697,891,False,223.0,81.0
127,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,NYU,Lab 4,CA1,2020-08-10,68,7,0.21351351351351353,-160.44207137956727,-134.57860971682598,-166.28987,-135.39517,14.764024075658073,891,False,223.0,81.0
128,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,NYU,Lab 4,DG,2020-08-10,86,15,0.21351351351351353,-152.22874145903987,-128.5026283836061,-152.22841,-123.171394,17.731163325323354,891,False,223.0,81.0
129,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,NYU,Lab 4,LP,2020-08-10,86,21,0.21351351351351353,-183.10955292853933,-162.28050707836218,-173.93974,-145.93515,26.31541518141989,891,False,223.0,81.0
130,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,NYU,Lab 4,PO,2020-08-10,46,24,0.21351351351351353,-185.93084938900634,-170.26322893745234,-176.57346,-151.25298,28.823442835764418,891,False,223.0,81.0
131,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,CSHL (C),Lab 3,PPC,2020-02-05,70,14,0.1346153846153846,-164.5315124449949,-132.4169462959645,-169.45793,-125.93326,13.54799454021803,510,True,176.0,57.0
132,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,CSHL (C),Lab 3,CA1,2020-02-05,40,7,0.1346153846153846,-156.423283625284,-128.35355668131427,-161.47621,-123.21128,14.052232959358552,510,True,176.0,57.0
133,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,CSHL (C),Lab 3,DG,2020-02-05,76,5,0.1346153846153846,-153.61982597364377,-125.98969992399971,-156.29031,-119.61315,15.159052557797452,510,True,176.0,57.0
134,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,CSHL (C),Lab 3,LP,2020-02-05,0,0,0.1346153846153846,,,-156.29031,-119.61315,0.0,510,True,176.0,57.0
135,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,CSHL (C),Lab 3,PO,2020-02-05,0,0,0.1346153846153846,,,-156.29031,-119.61315,0.0,510,True,176.0,57.0
136,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,Berkeley,Lab 7,PPC,2020-10-15,74,21,0.2777777777777778,-177.94922765460234,-151.67967557841726,-192.33058,-150.5599,15.076801048856062,623,True,155.0,57.0
137,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,Berkeley,Lab 7,CA1,2020-10-15,48,3,0.2777777777777778,-167.10972151819783,-140.2059741185498,-175.88278,-138.01672,13.326104838867531,623,True,155.0,57.0
138,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,Berkeley,Lab 7,DG,2020-10-15,36,3,0.2777777777777778,-158.5519875055941,-130.52935893334202,-162.43063,-127.46967,15.209822922938274,623,True,155.0,57.0
139,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,Berkeley,Lab 7,LP,2020-10-15,24,9,0.2777777777777778,-186.80930186970946,-170.13800988260823,-184.2196,-149.33705,33.12556432372186,623,True,155.0,57.0
140,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,Berkeley,Lab 7,PO,2020-10-15,0,0,0.2777777777777778,,,-184.2196,-149.33705,0.0,623,True,155.0,57.0
141,f2a098e7-a67e-4125-92d8-36fc6b606c45,e45481fa-be22-4365-972c-e7404ed8ab5a,probe01,cortexlab,KS086,UCL,Lab 1,PPC,2022-03-15,60,15,0.10571428571428572,-167.86130045318524,-139.39451222483237,-153.58641,-115.895454,15.135633200203172,525,True,210.0,75.0
142,f2a098e7-a67e-4125-92d8-36fc6b606c45,e45481fa-be22-4365-972c-e7404ed8ab5a,probe01,cortexlab,KS086,UCL,Lab 1,CA1,2022-03-15,54,9,0.10571428571428572,-161.393322025157,-133.75017197813733,-150.83438,-113.21422,13.837620670086611,525,True,210.0,75.0
143,f2a098e7-a67e-4125-92d8-36fc6b606c45,e45481fa-be22-4365-972c-e7404ed8ab5a,probe01,cortexlab,KS086,UCL,Lab 1,DG,2022-03-15,62,9,0.10571428571428572,-156.97711650388905,-132.81757478931306,-148.39003,-113.01333,10.944851850795104,525,True,210.0,75.0
144,f2a098e7-a67e-4125-92d8-36fc6b606c45,e45481fa-be22-4365-972c-e7404ed8ab5a,probe01,cortexlab,KS086,UCL,Lab 1,LP,2022-03-15,14,0,0.10571428571428572,-175.83934020378396,-149.89215795716703,-152.6789,-114.845726,9.294542693213595,525,True,210.0,75.0
145,f2a098e7-a67e-4125-92d8-36fc6b606c45,e45481fa-be22-4365-972c-e7404ed8ab5a,probe01,cortexlab,KS086,UCL,Lab 1,PO,2022-03-15,0,0,0.10571428571428572,,,-152.6789,-114.845726,0.0,525,True,210.0,75.0
146,c4f6665f-8be5-476b-a6e8-d81eeae9279d,e535fb62-e245-4a48-b119-88ce62a6fe67,probe00,danlab,DY_013,Berkeley,Lab 7,PPC,2020-03-12,0,0,0.13218390804597702,,,-152.6789,-114.845726,0.0,434,True,141.0,34.0
147,c4f6665f-8be5-476b-a6e8-d81eeae9279d,e535fb62-e245-4a48-b119-88ce62a6fe67,probe00,danlab,DY_013,Berkeley,Lab 7,CA1,2020-03-12,56,6,0.13218390804597702,-179.10916791025716,-154.46246037546712,-185.13982,-151.29823,13.91466803489012,434,True,141.0,34.0
148,c4f6665f-8be5-476b-a6e8-d81eeae9279d,e535fb62-e245-4a48-b119-88ce62a6fe67,probe00,danlab,DY_013,Berkeley,Lab 7,DG,2020-03-12,62,0,0.13218390804597702,-184.71187629609386,-158.75702852958682,-188.18767,-152.64612,10.20710238504299,434,True,141.0,34.0
149,c4f6665f-8be5-476b-a6e8-d81eeae9279d,e535fb62-e245-4a48-b119-88ce62a6fe67,probe00,danlab,DY_013,Berkeley,Lab 7,LP,2020-03-12,16,0,0.13218390804597702,-194.08045945231038,-172.32607922617512,-198.30544,-161.11699,9.842660341243452,434,True,141.0,34.0
150,c4f6665f-8be5-476b-a6e8-d81eeae9279d,e535fb62-e245-4a48-b119-88ce62a6fe67,probe00,danlab,DY_013,Berkeley,Lab 7,PO,2020-03-12,0,0,0.13218390804597702,,,-198.30544,-161.11699,0.0,434,True,141.0,34.0
151,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,CSHL (Z),Lab 8,PPC,2020-05-23,96,8,0.13872832369942195,-177.88575110498982,-147.28687089347758,-181.03925,-158.17085,15.551071733879237,657,True,193.0,32.0
152,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,CSHL (Z),Lab 8,CA1,2020-05-23,62,11,0.13872832369942195,-168.83708388945797,-142.74072451347354,-169.62302,-143.74208,18.17646771494876,657,True,193.0,32.0
153,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,CSHL (Z),Lab 8,DG,2020-05-23,28,0,0.13872832369942195,-161.88530485352936,-132.66631752486379,-158.45769,-128.16238,15.942249762025204,657,True,193.0,32.0
154,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,CSHL (Z),Lab 8,LP,2020-05-23,0,0,0.13872832369942195,,,-158.45769,-128.16238,0.0,657,True,193.0,32.0
155,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,CSHL (Z),Lab 8,PO,2020-05-23,0,0,0.13872832369942195,,,-158.45769,-128.16238,0.0,657,True,193.0,32.0
156,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,NYU,Lab 4,PPC,2021-07-19,72,8,0.33152173913043476,-173.62684542931368,-148.47504273054253,-185.8954,-137.35934,11.969732113744652,505,True,167.0,62.0
157,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,NYU,Lab 4,CA1,2021-07-19,56,12,0.33152173913043476,-162.91717664918363,-138.29371233731143,-172.14742,-132.14348,13.690019147349979,505,True,167.0,62.0
158,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,NYU,Lab 4,DG,2021-07-19,76,12,0.33152173913043476,-156.01763264318018,-132.637656872531,-159.99654,-126.31254,15.375037113003888,505,True,167.0,62.0
159,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,NYU,Lab 4,LP,2021-07-19,56,30,0.33152173913043476,-184.2378956869208,-162.70730235980724,-176.87798,-135.01987,16.73141885731521,505,True,167.0,62.0
160,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,NYU,Lab 4,PO,2021-07-19,96,56,0.33152173913043476,-189.22471175257283,-170.08807946904417,-180.47101,-137.4857,23.283347570654907,505,True,167.0,62.0
161,1f3d3fcb-f188-47a2-87e5-ac1db6cf393a,0cad7ea8-8e6c-4ad1-a5c5-53fbb2df1a63,probe01,cortexlab,KS045,UCL,Lab 1,PPC,2020-12-09,0,0,0.12643678160919541,,,-180.47101,-137.4857,0.0,314,False,154.0,55.0
162,1f3d3fcb-f188-47a2-87e5-ac1db6cf393a,0cad7ea8-8e6c-4ad1-a5c5-53fbb2df1a63,probe01,cortexlab,KS045,UCL,Lab 1,CA1,2020-12-09,68,3,0.12643678160919541,-156.18532721919559,-128.49405515678177,-159.42438,-121.83467,0.0,314,False,154.0,55.0
163,1f3d3fcb-f188-47a2-87e5-ac1db6cf393a,0cad7ea8-8e6c-4ad1-a5c5-53fbb2df1a63,probe01,cortexlab,KS045,UCL,Lab 1,DG,2020-12-09,50,2,0.12643678160919541,-159.46271588388998,-132.9031812769564,-159.92157,-124.4579,0.0,314,False,154.0,55.0
164,1f3d3fcb-f188-47a2-87e5-ac1db6cf393a,0cad7ea8-8e6c-4ad1-a5c5-53fbb2df1a63,probe01,cortexlab,KS045,UCL,Lab 1,LP,2020-12-09,0,0,0.12643678160919541,,,-159.92157,-124.4579,0.0,314,False,154.0,55.0
165,1f3d3fcb-f188-47a2-87e5-ac1db6cf393a,0cad7ea8-8e6c-4ad1-a5c5-53fbb2df1a63,probe01,cortexlab,KS045,UCL,Lab 1,PO,2020-12-09,0,0,0.12643678160919541,,,-159.92157,-124.4579,0.0,314,False,154.0,55.0
166,27bac116-ea57-4512-ad35-714a62d259cd,111c1762-7908-47e0-9f40-2f2ee55b6505,probe00,churchlandlab_ucla,UCLA033,UCLA,Lab 10,PPC,2022-02-15,0,0,0.3323529411764706,,,-159.92157,-124.4579,0.0,724,True,224.0,61.0
167,27bac116-ea57-4512-ad35-714a62d259cd,111c1762-7908-47e0-9f40-2f2ee55b6505,probe00,churchlandlab_ucla,UCLA033,UCLA,Lab 10,CA1,2022-02-15,66,25,0.3323529411764706,-159.8095673668593,-134.45446193787464,-165.36069,-133.50992,16.36894427608785,724,True,224.0,61.0
168,27bac116-ea57-4512-ad35-714a62d259cd,111c1762-7908-47e0-9f40-2f2ee55b6505,probe00,churchlandlab_ucla,UCLA033,UCLA,Lab 10,DG,2022-02-15,52,1,0.3323529411764706,-155.59286477445863,-129.75586972300133,-159.96306,-128.49194,16.07477795598177,724,True,224.0,61.0
169,27bac116-ea57-4512-ad35-714a62d259cd,111c1762-7908-47e0-9f40-2f2ee55b6505,probe00,churchlandlab_ucla,UCLA033,UCLA,Lab 10,LP,2022-02-15,0,0,0.3323529411764706,,,-159.96306,-128.49194,0.0,724,True,224.0,61.0
170,27bac116-ea57-4512-ad35-714a62d259cd,111c1762-7908-47e0-9f40-2f2ee55b6505,probe00,churchlandlab_ucla,UCLA033,UCLA,Lab 10,PO,2022-02-15,0,0,0.3323529411764706,,,-159.96306,-128.49194,0.0,724,True,224.0,61.0
171,7d999a68-0215-4e45-8e6c-879c6ca2b771,0802ced5-33a3-405e-8336-b65ebc5cb07c,probe00,mainenlab,ZFM-02373,CCU,Lab 2,PPC,2021-06-23,94,1,0.288135593220339,-167.90908022091833,-136.907013141983,-175.11324,-144.63078,17.91942920335672,424,True,185.0,70.0
