,pid,eid,probe,lab,subject,region,date,n_channels,neuron_yield,median_firing_rate,mean_firing_rate,spike_amp_mean,spike_amp_90,pt_ratio,rp_slope,lfp_power_low,lfp_power_high,lfp_band_low,lfp_band_high,rms_ap,rms_ap_p90
39,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,f312aaec-3b6f-44b3-86b4-3a0c119c0438,probe00,churchlandlab,CSHL058,LP,2020-07-07,70,39.0,6.396682142199531,7.541734309858364,147.05506707843193,,0.45476276678746713,18.921215124359566,-147.00877,-173.8545,"[2, 15]","[20, 80]",25.1312,21.2
40,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,f312aaec-3b6f-44b3-86b4-3a0c119c0438,probe00,churchlandlab,CSHL058,PO,2020-07-07,50,30.0,2.5547609381450984,4.104880249018847,152.05248769056521,183.70605468749991,0.4695102700293973,21.627975026256102,-152.52786,-178.74496,"[2, 15]","[20, 80]",23.828451,21.2
41,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,PPC,2020-03-06,28,5.0,2.093497982135378,5.8574781864746175,136.38029126445065,181.1931818181818,0.3604578914512668,24.2786235455955,-131.05643,-167.73283,"[2, 15]","[20, 80]",16.882439,17.6
42,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,CA1,2020-03-06,42,5.0,1.9584591901398343,2.9014774428673507,147.08601219413376,196.49218749999991,0.33158016852744554,30.584849371050087,-125.53842,-158.8096,"[2, 15]","[20, 80]",20.976395,17.6
43,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,DG,2020-03-06,60,8.0,2.7049809256780657,5.371540855454931,123.27279147509284,147.08984374999994,0.3478986792926315,26.20539529509626,-117.55539,-148.2962,"[2, 15]","[20, 80]",26.277233,17.6
44,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,LP,2020-03-06,46,19.0,2.096671631770996,2.64552092941285,120.16967902014068,143.93666888297867,0.3541570324592995,23.844018653670453,-132.97331,-167.53654,"[2, 15]","[20, 80]",20.177425,17.6
45,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,PO,2020-03-06,0,,,,,,,,,,"[2, 15]","[20, 80]",,17.6
46,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,PPC,2020-01-08,66,36.0,1.1105890685000301,3.583759115499113,214.2058731499278,,0.4431231421083041,34.4618164104124,-118.180565,-160.91734,"[2, 15]","[20, 80]",27.833214,19.3
47,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,CA1,2020-01-08,48,1.0,0.8932562141645222,0.8932562141645222,128.12500000000003,128.12500000000003,0.21877832155156793,39.296875,-117.4617,-156.6576,"[2, 15]","[20, 80]",28.70892,19.3
48,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,DG,2020-01-08,60,2.0,3.915340849594289,3.915340849594289,253.5978618421052,267.3828125,0.5006890852090291,31.27080396303256,-112.90154,-147.73909,"[2, 15]","[20, 80]",32.887474,19.3
49,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,LP,2020-01-08,36,2.0,3.215779790504654,3.215779790504654,161.0720076650943,207.53298201650932,0.521192311739737,38.27177392183298,-118.27109,-159.91461,"[2, 15]","[20, 80]",27.361038,19.3
50,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,PO,2020-01-08,0,,,,,,,,,,"[2, 15]","[20, 80]",,19.3
51,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,PPC,2020-08-10,84,11.0,1.2377471767279487,1.8027037479238492,182.3116452125312,,0.41192289224431966,28.286509036622256,-154.19585,-180.65102,"[2, 15]","[20, 80]",15.483974,21.1
52,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,CA1,2020-08-10,68,7.0,2.159739037538406,5.0204192584918905,212.47435333844012,336.2820535714285,0.7815173047358414,45.756079172740534,-137.03363,-166.28987,"[2, 15]","[20, 80]",19.148262,21.1
53,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,DG,2020-08-10,86,9.0,2.8213053403314623,7.177954538771195,186.61589103141017,342.7622890417293,0.6031673336111191,37.44560724498693,-123.957275,-152.22841,"[2, 15]","[20, 80]",27.435333,21.1
54,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,LP,2020-08-10,86,15.0,1.5980736865094016,3.594863171614887,253.6943830509039,597.3437992902203,0.45476043961500356,35.78525087938754,-146.45686,-173.93974,"[2, 15]","[20, 80]",19.479614,21.1
55,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,PO,2020-08-10,46,20.0,7.108593108728746,7.634797891152954,280.23025939185106,373.08964932126736,0.4702532162981205,38.52299121503537,-150.6458,-176.57346,"[2, 15]","[20, 80]",25.465416,21.1
56,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,PPC,2020-02-05,70,30.0,1.7583061465285155,3.248315116214677,114.7648189496576,,0.3887068082908218,22.503004918475224,-125.07911,-169.45793,"[2, 15]","[20, 80]",4410833.5,19.400000000000002
57,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,CA1,2020-02-05,40,6.0,1.9381479685992884,6.311528468699444,107.73731429872583,156.39880952380943,0.3400695988049618,22.46985940508581,-122.87072,-161.47621,"[2, 15]","[20, 80]",5546216.0,19.400000000000002
58,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,DG,2020-02-05,76,7.0,3.22197525569259,7.292963602699676,99.86851572293737,,0.39904960658959965,19.332806425513397,-119.2855,-156.29031,"[2, 15]","[20, 80]",5801521.0,19.400000000000002
59,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,LP,2020-02-05,0,,,,,,,,,,"[2, 15]","[20, 80]",,19.400000000000002
60,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,PO,2020-02-05,0,,,,,,,,,,"[2, 15]","[20, 80]",,19.400000000000002
61,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,PPC,2020-10-15,74,14.0,1.8837310859435457,3.7494553687088685,135.21146523864815,,0.3750141932601809,22.303990839143164,-149.66614,-192.33058,"[2, 15]","[20, 80]",14.822528,27.0
62,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,CA1,2020-10-15,48,5.0,1.2965563359537289,2.8316604157288907,149.8246891996892,177.6999562937063,0.45480870834359166,42.3292014698265,-138.76228,-175.88278,"[2, 15]","[20, 80]",17.623722,27.0
63,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,DG,2020-10-15,36,2.0,3.8956047684656427,3.8956047684656427,118.040696747449,121.6497727997449,0.3659640558974948,21.871611926020407,-128.44301,-162.43063,"[2, 15]","[20, 80]",22.258677,27.0
64,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,LP,2020-10-15,24,9.0,4.5109452844609175,7.3922591782222025,403.56686519470145,673.3113354037268,0.5004519017097037,57.97965742219511,-148.3794,-184.2196,"[2, 15]","[20, 80]",29.689068,27.0
65,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,PO,2020-10-15,0,,,,,,,,,,"[2, 15]","[20, 80]",,27.0
66,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,PPC,2020-05-23,96,5.0,8.17104534956828,6.002621530944007,135.7718026261373,165.18296370967744,0.43759673534518384,15.11659331265073,-159.71344,-181.03925,"[2, 15]","[20, 80]",24.100254,23.5
67,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,CA1,2020-05-23,62,6.0,4.051555859276637,5.126336635432677,162.55650854523677,223.37223388266997,0.41592472002109476,23.22815213573337,-145.8263,-169.62302,"[2, 15]","[20, 80]",27.426025,23.5
68,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,DG,2020-05-23,28,1.0,0.10079523560577654,0.10079523560577654,,,,,-129.67912,-158.45769,"[2, 15]","[20, 80]",27.312267,23.5
69,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,LP,2020-05-23,0,,,,,,,,,,"[2, 15]","[20, 80]",,23.5
70,57656bee-e32e-4848-b924-0f6f18cfdfb1,a66f1593-dafd-4982-9b66-f9554b6c86b5,probe00,zadorlab,CSH_ZAD_022,PO,2020-05-23,0,,,,,,,,,,"[2, 15]","[20, 80]",,23.5
71,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,PPC,2021-07-19,72,15.0,0.7335690260620604,1.8807937115189222,135.89841072032343,258.515625,0.44530431383057795,16.301741802286855,-145.04533,-185.89542,"[2, 15]","[20, 80]",12.753288,20.9
72,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,CA1,2021-07-19,56,10.0,1.9349598790358402,2.3818625337906267,230.6800541240645,,1.6968574495880888,57.12239338948323,-138.16708,-172.14742,"[2, 15]","[20, 80]",15.879867,20.9
73,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,DG,2021-07-19,76,6.0,5.284442152401329,7.083838339857209,171.37978396928816,246.31157481072032,0.4066596269907119,29.076363943340994,-129.99284,-159.99654,"[2, 15]","[20, 80]",21.850033,20.9
74,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,LP,2021-07-19,56,28.0,4.750405934883522,5.050086420582473,169.74081093632904,254.26248086465367,0.4616901124788654,21.25624089309712,-142.73064,-176.87798,"[2, 15]","[20, 80]",18.350906,20.9
75,1a60a6e1-da99-4d4e-a734-39b1d4544fad,51e53aff-1d5d-4182-a684-aba783d50ae5,probe00,angelakilab,NYU-45,PO,2021-07-19,96,48.0,4.323761579289217,5.36911650507178,213.44555070129465,397.4985840405638,0.44931707268691695,28.953156714763935,-145.1424,-180.47101,"[2, 15]","[20, 80]",21.95538,20.9
76,5246af08-0730-40f7-83de-29b5d62b9b6d,c51f34d8-42f6-4c9c-bb5b-669fd9c42cd9,probe00,angelakilab,NYU-48,PPC,2021-06-28,20,0.0,,,,,,,-124.11097,-165.08064,"[2, 15]","[20, 80]",43.619934,15.2
77,5246af08-0730-40f7-83de-29b5d62b9b6d,c51f34d8-42f6-4c9c-bb5b-669fd9c42cd9,probe00,angelakilab,NYU-48,CA1,2021-06-28,50,15.0,0.14501264756923787,0.21743648406855007,808.4077625704886,,0.8424043064397944,43.55771998355264,-121.42672,-159.95784,"[2, 15]","[20, 80]",44.509933,15.2
78,5246af08-0730-40f7-83de-29b5d62b9b6d,c51f34d8-42f6-4c9c-bb5b-669fd9c42cd9,probe00,angelakilab,NYU-48,DG,2021-06-28,44,65.0,0.1556535073738065,0.22706338478142518,1687.5156694703264,,0.936372076136117,176.63221897032585,-119.15329,-155.81795,"[2, 15]","[20, 80]",45.96156,15.2
