,pid,eid,probe,lab,subject,region,date,n_channels,neuron_yield,median_firing_rate,mean_firing_rate,spike_amp_mean,spike_amp_90,pt_ratio,rp_slope,lfp_power_low,lfp_power_high,lfp_band_low,lfp_band_high,rms_ap,rms_ap_p90
47,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,CA1,2020-03-06,42,6.0,1.3286500012025502,1.4898715945647611,211.625,,0.48074073567737424,25.3525452044025,-125.53842,-158.8096,"[2, 15]","[20, 80]",5209291.0,17.6
48,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,DG,2020-03-06,60,8.0,7.895176935964683,8.79639532848585,122.09086614302564,131.0859375,0.3433457939362021,23.962473115915344,-117.55539,-148.2962,"[2, 15]","[20, 80]",4913974.0,17.6
49,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,LP,2020-03-06,46,20.0,2.8427207030387063,3.0502697020919576,129.32905284427437,163.05532094594594,0.3691993858168232,24.446088748797038,-132.97331,-167.53654,"[2, 15]","[20, 80]",5942286.0,17.6
50,69f42a9c-095d-4a25-bca8-61a9869871d3,dda5fc59-f09a-4256-9fb5-66c67667a466,probe00,churchlandlab,CSHL059,PO,2020-03-06,0,,,,,,,,,,"[2, 15]","[20, 80]",,17.6
51,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,PPC,2020-01-30,64,55.0,1.7569293707360716,3.02176575819554,150.888440756263,,0.4304767622752397,21.872199449407653,-154.30745,-184.99834,"[2, 15]","[20, 80]",5998614.0,22.099999999999998
52,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,CA1,2020-01-30,46,7.0,4.683160318343463,8.040513631543314,136.71332674820286,159.01085968914316,0.41942279508259794,18.925976496325752,-134.60512,-164.85558,"[2, 15]","[20, 80]",5451163.0,22.099999999999998
53,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,DG,2020-01-30,78,19.0,2.1897528822880155,2.6567945468860485,138.78040409748905,173.91241776315786,0.41929452016792446,21.50449515587649,-121.99888,-152.28978,"[2, 15]","[20, 80]",4977219.5,22.099999999999998
54,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,LP,2020-01-30,52,22.0,4.895933511928321,5.551152860876332,147.0484795574185,183.9273648648648,0.42121947078703853,20.78506981764609,-139.9375,-172.5398,"[2, 15]","[20, 80]",5787732.5,22.099999999999998
55,f03b61b4-6b13-479d-940f-d1608eb275cc,ee40aece-cffd-4edb-a4b6-155f158c666a,probe00,mainenlab,ZM_2241,PO,2020-01-30,44,34.0,2.8114508493968255,3.5667297741662702,149.14503681729138,188.336664244186,0.43555932906072203,23.073733127212922,-145.5021,-177.38036,"[2, 15]","[20, 80]",7864930.0,22.099999999999998
56,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,PPC,2020-01-08,66,33.0,2.1924738360801417,3.84865389214322,102.78013424590534,,0.4441326810969749,18.358513402189256,-118.180565,-160.91734,"[2, 15]","[20, 80]",27.833214,19.3
57,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,CA1,2020-01-08,48,5.0,1.5465027145811912,1.8373141285087484,100.43624574481774,114.00669642857139,0.4069472950641484,18.362683824604623,-117.4617,-156.6576,"[2, 15]","[20, 80]",28.70892,19.3
58,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,DG,2020-01-08,60,2.0,6.029255199507686,6.029255199507686,93.32764163103619,96.15614585953206,0.370439181356716,16.098397022761638,-112.90154,-147.73909,"[2, 15]","[20, 80]",32.887474,19.3
59,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,LP,2020-01-08,36,1.0,3.6966774046313278,3.6966774046313278,103.92020089285705,103.92020089285705,0.26911881120232284,23.207310267857217,-118.27109,-159.91461,"[2, 15]","[20, 80]",27.361038,19.3
60,f86e9571-63ff-4116-9c40-aa44d57d2da9,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,probe00,churchlandlab,CSHL049,PO,2020-01-08,0,,,,,,,,,,"[2, 15]","[20, 80]",,19.3
61,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,PPC,2020-08-10,84,13.0,1.4684621779267648,2.1662336000698934,160.69795001201814,228.90624999999997,0.4587675212671701,22.200936861068378,-154.19585,-180.65102,"[2, 15]","[20, 80]",4271066.0,21.1
62,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,CA1,2020-08-10,68,11.0,0.4738902830267208,1.8242874125532167,163.52593423450122,,0.47684018507755505,24.889018472173433,-137.03363,-166.28987,"[2, 15]","[20, 80]",4500030.5,21.1
63,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,DG,2020-08-10,86,13.0,1.4790499968628572,5.502789007627896,167.20655136091176,,0.48356060671372053,22.07636155866254,-123.957275,-152.22841,"[2, 15]","[20, 80]",4773246.0,21.1
64,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,LP,2020-08-10,86,19.0,3.8271550028511134,4.758182008211111,162.5449726712179,228.16406249999994,0.5030640705525392,20.535804437882433,-146.45686,-173.93974,"[2, 15]","[20, 80]",5716978.0,21.1
65,31f3e083-a324-4b88-b0a4-7788ec37b191,61e11a11-ab65-48fb-ae08-3cb80662e5d6,probe00,angelakilab,NYU-21,PO,2020-08-10,46,20.0,8.203681191466899,8.990193905709067,162.2808984191275,196.98321122513752,0.4710971488233839,20.22581076320384,-150.6458,-176.57346,"[2, 15]","[20, 80]",7685735.0,21.1
66,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,PPC,2020-02-05,70,30.0,1.7583061465285155,3.248315116214677,114.7648189496576,,0.3887068082908218,22.503004918475224,-125.07911,-169.45793,"[2, 15]","[20, 80]",4410833.5,19.400000000000002
67,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,CA1,2020-02-05,40,6.0,1.9381479685992884,6.311528468699444,107.73731429872583,156.39880952380943,0.3400695988049618,22.46985940508581,-122.87072,-161.47621,"[2, 15]","[20, 80]",5546216.0,19.400000000000002
68,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,DG,2020-02-05,76,7.0,3.22197525569259,7.292963602699676,99.86851572293737,,0.39904960658959965,19.332806425513397,-119.2855,-156.29031,"[2, 15]","[20, 80]",5801521.0,19.400000000000002
69,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,LP,2020-02-05,0,,,,,,,,,,"[2, 15]","[20, 80]",,19.400000000000002
70,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,ecb5520d-1358-434c-95ec-93687ecd1396,probe00,churchlandlab,CSHL051,PO,2020-02-05,0,,,,,,,,,,"[2, 15]","[20, 80]",,19.400000000000002
71,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,PPC,2020-10-15,74,21.0,1.078914835740684,3.191098323489785,202.2164774499851,,0.49723790672356144,29.162426256586095,-149.66614,-192.33058,"[2, 15]","[20, 80]",4371728.0,27.0
72,f26a6ab1-7e37-4f8d-bb50-295c056e1062,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,probe00,danlab,DY_018,CA1,2020-10-15,48,6.0,2.1464236678241306,2.9633495828256255,175.05985389789208,,0.5219039584825723,25.968017082292317,-138.76228,-175.88278,"[2, 15]","[20, 80]",4607400.5,27.0
