insertion,passing_units,lab,num_sites,passing_per_site,source
bc1602ba-dd6c-4ae4-bcb2-4925e7c8632a,17,mainenlab,96,0.17708333333333334,IBL
bf96f6d6-4726-4cfa-804a-bca8f9262721,1,angelakilab,102,0.00980392156862745,IBL
c07d13ed-e387-4457-8e33-1d16aed3fd92,10,churchlandlab_ucla,108,0.09259259259259259,IBL
c17772a9-21b5-49df-ab31-3017addea12e,6,hoferlab,148,0.04054054054054054,IBL
c4f6665f-8be5-476b-a6e8-d81eeae9279d,4,danlab,118,0.03389830508474576,IBL
c6e294f7-5421-4697-8618-8ccc9b0269f6,20,churchlandlab_ucla,122,0.16393442622950818,IBL
cc701ed3-84b6-4b8e-8390-2e3f54414b19,4,steinmetzlab,110,0.03636363636363636,IBL
ce397420-3cd2-4a55-8fd1-5e28321981f4,14,mrsicflogellab,126,0.1111111111111111,IBL
dab512bd-a02d-4c1f-8dbc-9155a163efc0,20,danlab,122,0.16393442622950818,IBL
e31b4e39-e350-47a9-aca4-72496d99ff2a,14,mainenlab,98,0.14285714285714285,IBL
e42e948c-3154-45cb-bf52-408b7cda0f2f,16,churchlandlab_ucla,144,0.1111111111111111,IBL
e49f221d-399d-4297-bb7d-2d23cc0e4acc,5,cortexlab,126,0.03968253968253968,IBL
e4ce2e94-6fb9-4afe-acbf-6f5a3498602e,13,hausserlab,54,0.24074074074074073,IBL
ee3345e6-540d-4cea-9e4a-7f1b2fb9a4e4,15,churchlandlab_ucla,106,0.14150943396226415,IBL
eeb27b45-5b85-4e5c-b6ff-f639ca5687de,4,churchlandlab,124,0.03225806451612903,IBL
f03b61b4-6b13-479d-940f-d1608eb275cc,23,mainenlab,124,0.18548387096774194,IBL
f26a6ab1-7e37-4f8d-bb50-295c056e1062,8,danlab,104,0.07692307692307693,IBL
f2a098e7-a67e-4125-92d8-36fc6b606c45,16,cortexlab,116,0.13793103448275862,IBL
f2ee886d-5b9c-4d06-a9be-ee7ae8381114,10,churchlandlab,116,0.08620689655172414,IBL
f4bd76a6-66c9-41f3-9311-6962315f8fc8,6,mainenlab,126,0.047619047619047616,IBL
f68d9f26-ac40-4c67-9cbf-9ad1851292f7,29,churchlandlab_ucla,112,0.25892857142857145,IBL
f86e9571-63ff-4116-9c40-aa44d57d2da9,3,churchlandlab,108,0.027777777777777776,IBL
f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,11,angelakilab,134,0.08208955223880597,IBL
f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,17,churchlandlab_ucla,112,0.15178571428571427,IBL
febb430e-2d50-4f83-87a0-b5ffbb9a4943,20,danlab,112,0.17857142857142858,IBL
