,eid,probe,lab,subject,region,date,n_channels,neuron_yield,firing_rate,spike_amp_mean,spike_amp_90,pt_ratio,rp_slope,lfp_power_low,lfp_power_high,lfp_band_low,lfp_band_high,rms_ap
115,862ade13-53cd-4221-a3fa-dda8643641f2,probe01,hoferlab,SWC_042,PO,2020-07-15,0,,,,,,,,,"[2, 15]","[20, 80]",
116,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,VISa,2020-12-07,81,4.0,4.365833047682691,92.17839872349755,108.4725108679073,1.5923424747537707,13.074735928920072,-148.00502,-182.5429,"[2, 15]","[20, 80]",13.720878
117,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,CA1,2020-12-07,49,1.0,0.9341893494169649,225.54086538461536,225.54086538461536,0.5413811756220699,65.71514423076923,-132.84265,-165.62634,"[2, 15]","[20, 80]",18.451212
118,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,DG,2020-12-07,60,2.0,7.368322827456451,109.55966494466028,122.25942044183442,0.4408069040589964,16.208798790180154,-122.26105,-153.33852,"[2, 15]","[20, 80]",23.172209
119,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,LP,2020-12-07,59,30.0,6.207552801715847,197.62632971473118,318.45209703947364,0.48216348910800894,29.508261364344314,-142.1523,-172.60153,"[2, 15]","[20, 80]",19.865505
120,3638d102-e8b6-4230-8742-e548cd87a949,probe01,mrsicflogellab,SWC_058,PO,2020-12-07,0,,,,,,,,,"[2, 15]","[20, 80]",
121,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,VISa,2020-08-05,66,83.0,6.146117642413417,216.1941604432461,,0.42541509887249074,35.330905284410456,-152.05334,-176.30832,"[2, 15]","[20, 80]",21.099455
122,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,CA1,2020-08-05,57,21.0,6.220410546014357,149.00789856998725,246.1647727272727,0.3645735925232908,23.69067397020132,-133.40471,-162.63474,"[2, 15]","[20, 80]",19.955513
123,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,DG,2020-08-05,23,2.0,1.3559634244759036,177.2509765625,238.29541015625,0.29148963850133214,42.61474609374999,-116.3604,-149.06548,"[2, 15]","[20, 80]",26.644653
124,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,LP,2020-08-05,53,56.0,11.964347110936242,180.93812062661996,325.0477678186737,0.5233836661885369,22.863736886802965,-138.57463,-168.23894,"[2, 15]","[20, 80]",27.356152
125,c7248e09-8c0d-40f2-9eb4-700a8973d8c8,probe00,mainenlab,ZM_3001,PO,2020-08-05,72,102.0,9.533641000855797,276.5151363411166,534.6693595902824,0.46923377437499914,37.56076991838871,-141.20584,-170.53896,"[2, 15]","[20, 80]",31.142332
126,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,VISa,2019-12-10,78,57.0,4.486109021462071,153.94958741792138,,0.4652391033299691,22.795081150132873,-141.4575,-188.23325,"[2, 15]","[20, 80]",15.276692
127,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,CA1,2019-12-10,49,10.0,5.70759994890098,144.9784121163923,,0.42200583457201574,32.012259746217104,-129.45125,-164.72646,"[2, 15]","[20, 80]",19.958767
128,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,DG,2019-12-10,50,6.0,7.2469808768611905,153.74214457820236,234.39077348021348,0.4041630698181346,20.95167379923909,-126.59263,-156.4018,"[2, 15]","[20, 80]",25.363808
129,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,LP,2019-12-10,58,16.0,5.697555600458356,152.25459283604982,270.2282072368421,0.5136521722406654,18.538855159140194,-137.09802,-174.74239,"[2, 15]","[20, 80]",19.620178
130,aad23144-0e52-4eac-80c5-c4ee2decb198,probe01,cortexlab,KS023,PO,2019-12-10,67,27.0,3.5153044530675484,232.97122596760462,413.40624999999994,0.4733618933291332,31.09607231677003,-139.11308,-179.59163,"[2, 15]","[20, 80]",20.164597
131,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,VISa,2021-01-27,0,,,,,,,,,"[2, 15]","[20, 80]",
132,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,CA1,2021-01-27,35,5.0,13.179000734167436,183.52851759856148,394.62840025906723,0.6765978750338497,25.70452864837977,-127.94074,-155.86867,"[2, 15]","[20, 80]",63.555603
133,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,DG,2021-01-27,0,,,,,,,,,"[2, 15]","[20, 80]",
134,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,LP,2021-01-27,53,50.0,5.988301124416439,173.72060200919717,356.96177956586814,0.5322750872100962,22.86341727507163,-128.46791,-156.00995,"[2, 15]","[20, 80]",65.355644
135,ff96bfe1-d925-4553-94b5-bf8297adf259,probe01,wittenlab,ibl_witten_26,PO,2021-01-27,37,34.0,8.521228919562619,236.22135038662313,403.1969713184932,0.536107468195522,36.604602239529456,-128.58855,-155.86264,"[2, 15]","[20, 80]",68.45361
136,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,VISa,2020-08-14,94,18.0,4.8599965021263,127.54312680831666,191.00911458333326,0.4074319145313031,14.654042548632956,-145.46237,-177.34251,"[2, 15]","[20, 80]",21.492737
137,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,CA1,2020-08-14,61,11.0,10.79632157324716,163.00848353778284,,0.5841758438827105,39.02683279702893,-133.83574,-163.47159,"[2, 15]","[20, 80]",25.188692
138,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,DG,2020-08-14,58,6.0,2.2442485006355652,98.0471505811081,,1.2320245749138299,17.02070273900692,-122.407585,-152.71165,"[2, 15]","[20, 80]",29.684164
139,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,LP,2020-08-14,0,,,,,,,,,"[2, 15]","[20, 80]",
140,7f6b86f9-879a-4ea2-8531-294a221af5d0,probe00,zadorlab,CSH_ZAD_019,PO,2020-08-14,0,,,,,,,,,"[2, 15]","[20, 80]",
141,e26c6001-defe-42a9-9ded-368e3f03ac61,probe00,angelakilab,NYU-25,VISa,2020-10-05,35,1.0,0.6263587936676864,274.38616071428567,274.38616071428567,0.3642112528802136,31.640625,-149.19716,-177.77766,"[2, 15]","[20, 80]",31.684858
142,e26c6001-defe-42a9-9ded-368e3f03ac61,probe00,angelakilab,NYU-25,CA1,2020-10-05,62,2.0,0.30162840965167426,610.3125,,0.22343180620172812,152.578125,-132.10503,-163.7512,"[2, 15]","[20, 80]",32.0471
143,e26c6001-defe-42a9-9ded-368e3f03ac61,probe00,angelakilab,NYU-25,DG,2020-10-05,51,2.0,5.883447553997515,235.51699686910843,311.78806936776175,0.5355778081810431,41.80518617021275,-126.39314,-158.08972,"[2, 15]","[20, 80]",34.107044
144,e26c6001-defe-42a9-9ded-368e3f03ac61,probe00,angelakilab,NYU-25,LP,2020-10-05,12,0.0,,,,,,-142.21269,-174.43015,"[2, 15]","[20, 80]",32.27381
145,e26c6001-defe-42a9-9ded-368e3f03ac61,probe00,angelakilab,NYU-25,PO,2020-10-05,0,,,,,,,,,"[2, 15]","[20, 80]",
146,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,VISa,2020-09-12,0,,,,,,,,,"[2, 15]","[20, 80]",
147,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,CA1,2020-09-12,55,17.0,12.56910445172533,123.78025973076332,184.2044005102041,0.38429818782364544,22.449738684171784,-142.6689,-175.62143,"[2, 15]","[20, 80]",20.584581
148,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,DG,2020-09-12,56,3.0,4.479676754094918,246.12342000164685,316.95862926136357,0.4379411076534725,56.229362236495376,-127.1137,-157.87386,"[2, 15]","[20, 80]",27.556517
149,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,LP,2020-09-12,60,30.0,8.852428901706084,158.34583298904843,256.3852388424551,0.4874809579618077,21.049377970771545,-149.55878,-182.73524,"[2, 15]","[20, 80]",26.981153
150,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,probe00,danlab,DY_016,PO,2020-09-12,79,44.0,5.650665514687075,180.50715917825502,301.1493761042402,0.4737042585250128,30.415313147013883,-155.20267,-188.92705,"[2, 15]","[20, 80]",28.210197
